,GEOID,TRACT,area_tiger,fid_1906_f,fid_export,id,id_1,objectid,shape_area,shape_len,multigeom,area_layer,geometry,area,percent_overlay
20,06075061100,061100,376513.35473809193,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13625554.45679824 4550586.956708217, -13625522.2597 4550384.5322, -13626019.1899 4550304.376400001, -13626039.5614 4550429.4705, -13626385.431 4550374.107699998, -13626424.3929 4550622.608499996, -13626444.2077 4550746.579300001, -13626119.3774 4550797.435999996, -13625732.8762 4550859.422300003, -13625581.4817 4550756.863399996, -13625571.11425946 4550691.682866155, -13625608.53078993 4550689.291908054, -13625694.78222406 4550676.465096664, -13625701.62460634 4550715.059505494, -13625709.48129134 4550722.092665459, -13625735.8300246 4550717.128029557, -13625730.13390616 4550680.723635755, -13625765.20579986 4550671.154207677, -13625773.90654099 4550665.443077221, -13625786.08007133 4550667.96121326, -13625784.25761886 4550686.812197931, -13625787.38126492 4550705.008686674, -13625817.0347487 4550699.97650167, -13625813.48556457 4550660.761555357, -13625859.06717559 4550653.190603366, -13625829.80647251 4550476.526858534, -13625741.11821597 4550488.45977369, -13625750.81526456 4550559.119805248, -13625726.68119482 4550564.592488364, -13625697.03512271 4550561.115771364, -13625620.53522018 4550574.505409697, -13625554.45679824 4550586.956708217))",335101.870172029,0.8900132384550626
21,06075018000,018000,1507733.5079931694,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13626868.54879688 4547047.730988502, -13626894.9403 4547074.005099996, -13626453.6699 4547514.803400002, -13625958.7434 4548009.561800002, -13625710.8349 4548257.301899999, -13625214.6839 4548753.363200001, -13624698.6068 4548231.950199999, -13625194.6464 4547736.1954, -13625367.0803 4547910.2702, -13625614.9888 4547662.5383, -13625442.5549 4547488.467600002, -13625690.1295 4547241.168300002, -13625770.51373504 4547164.285555466, -13625818.98818609 4547201.238275196, -13625840.06906527 4547168.906712906, -13625805.56733565 4547130.758869296, -13625863.11652417 4547075.716489945, -13625883.69756381 4547094.139592356, -13625969.37874507 4547031.945442335, -13626252.56141474 4547309.906652072, -13626301.81459476 4547265.244037004, -13626238.580815 4547197.698413908, -13626299.43017275 4547147.761932752, -13626365.97247824 4547213.560141037, -13626564.19376543 4547013.989243675, -13626589.4797 4547034.432800001, -13626651.73893294 4546972.609902318, -13626805.51644041 4547122.28035515, -13626859.71558739 4547060.376668338, -13626868.54879688 4547047.730988502))",1344035.3218098613,0.8914276393570411
22,06075061500,061500,3153726.31996091,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13624450.5247481 4548479.732559964, -13624451.1436 4548479.132200002, -13624698.6068 4548231.950199999, -13625214.6839 4548753.363200001, -13625386.5612 4548926.750799998, -13625557.7706 4549102.113300003, -13625807.1263 4548852.662799998, -13626180.4918 4549204.515100001, -13625416.0609 4549951.219199999, -13625095.4608 4550272.257899999, -13624921.0231 4550433.273999996, -13624746.5855 4550257.184799998, -13624704.40297016 4550277.00552377, -13624747.03736091 4550234.227648262, -13624686.72742825 4550173.353824881, -13624612.92492027 4550220.3548961, -13624517.71952451 4550117.856762911, -13624560.78427787 4550064.763585087, -13624545.20860457 4550031.327429999, -13624738.96579007 4549834.067179867, -13624400.3094749 4549493.794590768, -13624498.68190001 4549394.687849674, -13624459.11265608 4549355.045391605, -13624485.67034148 4549323.992221333, -13624485.19744076 4549300.4911289, -13624501.91362494 4549300.151906659, -13624544.76748398 4549269.054015712, -13624424.91806811 4549130.422889164, -13624510.01652556 4549038.01365744, -13624360.84784613 4548864.842220832, -13624534.41108798 4548671.438011564, -13624500.17016058 4548631.831353663, -13624544.15219472 4548573.844878729, -13624450.5247481 4548479.732559964))",1952066.2238944673,0.618971345591796
23,06075010900,010900,402898.10164368094,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13628000.1257048 4551169.876548011, -13627830.358 4551197.1132, -13627817.6676 4551202.325800001, -13627463.449 4551258.960900001, -13627440.9624 4551128.362499996, -13627422.3721 4550995.652500003, -13627380.182 4550731.364699997, -13627928.8758 4550639.654399998, -13628103.996804 4550613.003521205, -13628123.24266119 4550727.465159997, -13628142.77936711 4550864.788202646, -13628179.11674229 4551087.427220388, -13628164.44831246 4551091.045764685, -13628147.55700099 4551098.156631962, -13628087.50629489 4551106.114809195, -13628054.377602 4551121.915184083, -13628017.59510958 4551111.271733539, -13627991.92662874 4551118.526759792, -13627998.02507368 4551156.729748337, -13628000.1257048 4551169.876548011))",383200.47705311317,0.9511101578532922
24,06075012502,012502,98497.02471882488,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13627112.0133 4549049.574699997, -13626928.5588 4549079.013199999, -13626745.7722 4549108.451700001, -13626724.8442 4548976.894299998, -13626704.0274 4548846.324500001, -13627070.1572 4548787.167199999, -13627091.0853 4548918.1589, -13627112.0133 4549049.574699997))",98497.02471882486,0.9999999999999999
25,06075011200,011200,284376.50051745883,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13627319.2902 4550350.441299996, -13627199.7331 4550369.740699998, -13626770.7078 4550439.895000003, -13626587.9212 4550469.478299997, -13626567.7724 4550344.8064, -13626526.5841 4550089.9732, -13626892.8253 4550031.372299999, -13627258.9551 4549972.067400001, -13627279.6605 4550102.651299998, -13627299.3641 4550226.756899997, -13627319.2902 4550350.441299996))",284376.5005174588,0.9999999999999998
26,06075011800,011800,90724.2959591732,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13626385.431 4550374.107699998, -13626039.5614 4550429.4705, -13626019.1899 4550304.376400001, -13625997.4826 4550173.930799997, -13626344.5768 4550118.991999998, -13626385.431 4550374.107699998))",90724.2959591732,1.0
27,06075017801,017801,343287.6935917813,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13626054.8121 4548604.908600003, -13625807.1263 4548852.662799998, -13625557.7706 4549102.113300003, -13625386.5612 4548926.750799998, -13625214.6839 4548753.363200001, -13625710.8349 4548257.301899999, -13625882.7122 4548430.962899997, -13626054.8121 4548604.908600003))",343287.6935917813,1.0
28,06075011700,011700,878797.9727957217,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13626483.7261 4549824.7223, -13626301.4961 4549853.7404, -13626322.7582 4549984.745399998, -13626344.5768 4550118.991999998, -13625997.4826 4550173.930799997, -13626019.1899 4550304.376400001, -13625522.2597 4550384.5322, -13625125.6284 4550448.488300001, -13625095.4608 4550272.257899999, -13625416.0609 4549951.219199999, -13626180.4918 4549204.515100001, -13626335.1146 4549042.109399996, -13626379.8651 4549167.188299999, -13626421.4985 4549430.1687, -13626440.9795 4549561.731899998, -13626483.7261 4549824.7223))",878797.9727957217,1.0
29,06075016100,016100,591547.4812796526,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13628135.50281881 4548405.62851823, -13628126.2452 4548347.723599999, -13628105.4285 4548217.161700002, -13628288.4377 4548187.725599996, -13628382.66502957 4548172.560449623, -13628385.89889867 4548201.293583673, -13628271.01727192 4548225.496757551, -13628278.6795985 4548310.489895731, -13628172.45295889 4548327.611008608, -13628176.01130106 4548403.774309555, -13628135.50281881 4548405.62851823))",26184.6729618032,0.04426470197313622
30,06075020700,020700,556606.4188852885,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13628388.3625396 4546006.65568596, -13627924.8683 4546041.793499998, -13627907.7251 4545816.6356, -13627890.6932 4545591.341899998, -13627874.50998165 4545378.04505441, -13627890.40378758 4545376.830364533, -13628105.41624993 4545360.395954706, -13628137.09317272 4545357.974269696, -13628338.62170184 4545342.565761951, -13628350.70070469 4545455.299498972, -13628388.3625396 4546006.65568596))",310914.78539241175,0.558590010541162
31,06075011000,011000,382590.05747465463,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13628103.996804 4550613.003521205, -13627928.8758 4550639.654399998, -13627380.182 4550731.364699997, -13627359.4766 4550600.913699999, -13627339.4391 4550475.113300003, -13627319.2902 4550350.441299996, -13627299.3641 4550226.756899997, -13628026.59472424 4550109.383595025, -13628028.99048994 4550126.458968231, -13628025.95608278 4550141.636966479, -13628062.25410197 4550362.582220007, -13628069.25044901 4550377.553559, -13628066.11295581 4550387.695430077, -13628103.996804 4550613.003521205))",372862.5127742518,0.9745744968789545
32,06075012201,012201,147596.39063675053,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13627539.5915 4549384.953100003, -13627174.9089 4549443.550300002, -13627132.8301 4549179.8653, -13627112.0133 4549049.574699997, -13627294.8 4549020.277099999, -13627476.8073 4548990.275399998, -13627498.4033 4549121.410400002, -13627539.5915 4549384.953100003))",147596.39063675056,1.0000000000000002
33,06075010800,010800,362985.9215170955,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"MULTIPOLYGON (((-13627044.24175213 4551056.161428142, -13626873.0104 4551083.562100001, -13626831.5996 4550822.794, -13626810.2262 4550688.397399997, -13626770.7078 4550439.895000003, -13627199.7331 4550369.740699998, -13627319.2902 4550350.441299996, -13627339.4391 4550475.113300003, -13627359.4766 4550600.913699999, -13627380.182 4550731.364699997, -13627422.3721 4550995.652500003, -13627191.4498989 4551032.604982, -13627267.63683409 4551017.070677551, -13627267.99380956 4550997.1247889, -13627262.10342827 4550970.405689705, -13627278.59966687 4550955.49615535, -13627380.66666958 4550942.660919311, -13627371.49251468 4550882.733108157, -13627241.84367866 4550903.848699304, -13627188.3296377 4550912.418638944, -13627179.39185953 4550846.341324401, -13627114.6190984 4550853.040254396, -13627097.94726294 4550784.366220855, -13627086.49388323 4550714.603504682, -13626991.62940001 4550734.046417188, -13626998.13798377 4550775.376018913, -13627003.85909872 4550807.225413213, -13627020.70197032 4550912.245114882, -13627024.87684095 4550938.277006935, -13627044.24175213 4551056.161428142)), ((-13627167.04389644 4551036.510463424, -13627099.82781804 4551047.266470923, -13627090.07528418 4550997.71394086, -13627157.06094771 4550987.135209277, -13627167.04389644 4551036.510463424)))",306804.2247759957,0.84522348275578
34,06075012100,012100,197894.7747041226,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13627216.8763 4549706.396899997, -13626849.9673 4549765.559399999, -13626483.7261 4549824.7223, -13626440.9795 4549561.731899998, -13626807.9998 4549502.429599999, -13626992.2336 4549473.1308, -13627174.9089 4549443.550300002, -13627196.0596 4549575.113700002, -13627216.8763 4549706.396899997))",197894.77470412262,1.0000000000000002
35,06075011300,011300,164089.95216934764,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13626810.2262 4550688.397399997, -13626444.2077 4550746.579300001, -13626424.3929 4550622.608499996, -13626385.431 4550374.107699998, -13626344.5768 4550118.991999998, -13626526.5841 4550089.9732, -13626567.7724 4550344.8064, -13626587.9212 4550469.478299997, -13626770.7078 4550439.895000003, -13626810.2262 4550688.397399997))",164089.95216934758,0.9999999999999997
36,06075012501,012501,218152.85789230268,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13627070.1572 4548787.167199999, -13626704.0274 4548846.324500001, -13626724.8442 4548976.894299998, -13626745.7722 4549108.451700001, -13626379.8651 4549167.188299999, -13626335.1146 4549042.109399996, -13626407.8063 4548959.851099998, -13626502.2052 4548856.747500001, -13626656.2714 4548709.8407, -13626902.5101 4548465.188399999, -13626993.4581 4548374.202399998, -13627049.2292 4548656.036399996, -13627070.1572 4548787.167199999))",218152.85789230274,1.0000000000000002
37,06075011902,011902,149323.10217265435,0,-1,0,0,1,110827955.33,74205.3698609,False,16514826.480895558,"POLYGON ((-13626892.8253 4550031.372299999, -13626526.5841 4550089.9732, -13626344.5768 4550118.991999998, -13626322.7582 4549984.745399998, -13626301.4961 4549853.7404, -13626483.7261 4549824.7223, -13626849.9673 4549765.559399999, -13626871.118 4549896.985899999, -13626892.8253 4550031.372299999))",149323.10217265435,1.0
