,GEOID,TRACT,area_tiger,aov_fin,area_layer,geometry,area,percent_overlay
0,06075047902,047902,641236.9597474353,0.0,128327809.12661406,"POLYGON ((-13637737.3474 4548481.949100002, -13637362.2007 4548514.343800001, -13637219.3778 4548545.330099999, -13636861.597 4548566.457199997, -13636504.1501 4548587.584299996, -13636489.4559 4548324.202600002, -13636472.9806 4548045.898500002, -13636830.5389 4548025.3358, -13637307.9881 4547997.872100003, -13637664.8784 4547977.309500001, -13637705.5101 4548418.005199998, -13637737.3474 4548481.949100002))",641236.9597474354,1.0000000000000002
1,06075032700,032700,1353518.771830228,0.0,128327809.12661406,"POLYGON ((-13636201.8064 4546235.413400001, -13635895.7891 4546249.354099996, -13635180.0048 4546288.782700002, -13635164.8653 4546018.840899996, -13635150.3938 4545756.791500001, -13635136.1449 4545493.622199996, -13635121.6734 4545231.022799998, -13635106.7565 4544969.274800003, -13635822.2069 4544929.147200003, -13636129.2261 4544911.547499999, -13636142.807 4545173.998000003, -13636158.0578 4545436.455200002, -13636172.5293 4545699.763899997, -13636186.7782 4545961.811899996, -13636201.8064 4546235.413400001))",1353518.7718302282,1.0000000000000002
2,06075047701,047701,585238.1019439127,0.0,128327809.12661406,"POLYGON ((-13634342.54707831 4548440.822999298, -13634326.7409 4548169.416199996, -13634311.7127 4547907.171800002, -13634669.2709 4547886.609399997, -13635384.276 4547845.343900003, -13635399.3042 4548108.0093, -13635414.54064914 4548378.298390711, -13635400.08339687 4548389.97697648, -13635309.02405338 4548394.484015135, -13635295.77703398 4548386.174164134, -13635281.19418068 4548395.892465116, -13635191.02539314 4548401.244576762, -13635176.88781782 4548392.793875405, -13635163.9747569 4548401.807957103, -13635071.24562106 4548407.582607292, -13635057.77596267 4548398.991055731, -13635043.97234581 4548409.272749413, -13634971.83146122 4548414.507980608, -13634954.1693099 4548415.468323302, -13634937.99619059 4548406.737536329, -13634924.00708866 4548417.108331264, -13634832.14569068 4548422.103103463, -13634818.95854698 4548413.826374249, -13634818.88433544 4548413.779796408, -13634818.81019157 4548413.834936266, -13634805.4743207 4548423.752660559, -13634768.89015017 4548426.264045713, -13634713.01949969 4548428.85024902, -13634699.87614485 4548420.325913233, -13634699.77248027 4548420.258679914, -13634699.68207568 4548420.33529498, -13634687.97261426 4548430.258703656, -13634594.464242 4548435.751678513, -13634580.01631893 4548425.48673361, -13634579.99270818 4548425.4699587, -13634579.97017108 4548425.488736689, -13634566.30041082 4548436.878442954, -13634475.24106733 4548442.793958235, -13634461.51479103 4548433.130064537, -13634461.43745048 4548433.07561347, -13634461.36488897 4548433.138275747, -13634447.98253056 4548444.694943128, -13634365.04810255 4548449.206029057, -13634355.01601729 4548449.695396977, -13634342.54823432 4548440.822119435, -13634342.54707831 4548440.822999298))",583093.2780919304,0.9963351260882399
3,06075032602,032602,756439.6087748838,0.0,128327809.12661406,"POLYGON ((-13635180.0048 4546288.782700002, -13634941.4471 4546303.709200002, -13634926.3076 4546032.077399998, -13634911.7248 4545770.027599997, -13634897.1419 4545506.858000003, -13634062.8024 4545553.4648, -13634043.7667 4545291.004699997, -13634032.7461 4545029.114399998, -13634390.8609 4545009.120899997, -13634868.0876 4544982.5098, -13635106.7565 4544969.274800003, -13635121.6734 4545231.022799998, -13635136.1449 4545493.622199996, -13635150.3938 4545756.791500001, -13635164.8653 4546018.840899996, -13635180.0048 4546288.782700002))",756439.6087748837,0.9999999999999999
4,06075030201,030201,578170.911493353,0.0,128327809.12661406,"POLYGON ((-13634106.3283 4546349.615599996, -13633379.3007 4546390.875200003, -13633364.2725 4546119.100199997, -13633350.135 4545862.539800002, -13633335.3295 4545594.580399997, -13634050.7798 4545554.168899998, -13634074.3796 4545816.6356, -13634090.1869 4546078.686599999, -13634106.3283 4546349.615599996))",578170.9114933528,0.9999999999999998
5,06075030900,030900,2983948.902421849,0.0,128327809.12661406,"POLYGON ((-13633593.41655665 4539609.075204649, -13633595.4831 4539559.082599998, -13633813.2241 4539829.42, -13633890.79084159 4539975.5850253, -13633892.70617203 4539984.786250087, -13633879.68179159 4540008.710605491, -13633892.70617201 4540023.628172552, -13633892.70617201 4540068.240269289, -13633879.36964244 4540095.076320017, -13633879.34783313 4540095.120205256, -13633860.08956122 4540116.793083663, -13633848.73497315 4540380.671028954, -13633837.71434356 4540636.814943313, -13633833.59552241 4540733.503870399, -13633825.91447754 4540913.795225845, -13633826.86780961 4540914.687773962, -13633826.2484 4540922.521399995, -13633825.67580979 4540935.930846952, -13633824.91260213 4540936.173527333, -13633813.44669458 4541203.731658086, -13633813.89197256 4541211.895033589, -13633825.10137934 4541404.000377525, -13633825.13524112 4541404.580701619, -13633828.93354485 4541469.159360859, -13633830.36725718 4541493.53540396, -13633838.71621901 4541503.810284001, -13633851.48314065 4541504.383566952, -13633851.518 4541504.654799998, -13633873.8932 4541995.890399999, -13633472.6977 4542016.300399996, -13632880.3667 4542048.674900003, -13632505.3314 4542228.144500001, -13632533.9405 4542342.302799999, -13632323.1014 4542167.617200001, -13632129.7394 4541957.744900001, -13632080.6475 4541866.8156, -13632379.429 4541362.777900002, -13632377.0913 4541352.784599997, -13632275.6792 4541168.122500002, -13632506.3332 4541080.155799999, -13632494.9786 4540727.311199999, -13632429.6341 4540691.281499996, -13632429.6890319 4540687.551276938, -13632431.19257741 4540687.481518142, -13632431.21244374 4540687.436907451, -13632433.60761047 4540682.058463055, -13632438.65098327 4540670.733373094, -13632438.61093795 4540656.506609558, -13632438.5396638 4540631.185339088, -13632438.44375578 4540607.136359169, -13632438.20570534 4540547.445335199, -13632438.07835398 4540496.406024067, -13632437.98306634 4540458.21723104, -13632437.75485221 4540398.973815771, -13632437.64910786 4540371.523148426, -13632436.98119092 4540203.625782169, -13632436.98119093 4540192.367615855, -13632436.9812 4540192.366999999, -13632883.70511829 4540181.108329783, -13632883.70630748 4540181.108319255, -13632918.21534961 4540180.826851278, -13632984.67308562 4540180.263915343, -13633032.54046667 4540179.841713424, -13633083.85875192 4540179.419511494, -13633148.86933455 4540178.856575634, -13633183.82365465 4540178.575107723, -13633220.63505765 4540178.21057836, -13633269.09438461 4540177.730704019, -13633269.09460615 4540177.730701975, -13633491.1155526 4540179.858083788, -13633493.959756 4540181.530521246, -13633496.15606248 4540181.406007902, -13633518.78372101 4540180.123197326, -13633518.784 4540180.123199998, -13633518.78481418 4540180.123069363, -13633556.52130984 4540174.916025486, -13633557.07119032 4540173.979999881, -13633569.657 4540171.960600003, -13633570.55992587 4540151.019007005, -13633570.65888517 4540150.85055506, -13633581.56759052 4539895.717835694, -13633581.5682 4539895.703699998, -13633581.56839454 4539895.698993778, -13633587.91340624 4539746.108628028, -13633590.807713 4539678.559349718, -13633592.36618586 4539644.221967688, -13633593.2567418 4539622.409345225, -13633593.41655665 4539609.075204649))",2965083.9353199853,0.9936778518269692
6,06075015700,015700,1333274.6200493965,0.0,128327809.12661406,"POLYGON ((-13630065.09705257 4548304.063475872, -13630065.0968 4548304.061899995, -13630186.9916 4548287.1607, -13630166.1749 4548154.205200002, -13630124.0961 4547891.538699998, -13630490.5599 4547832.668499999, -13630678.8012 4547802.388499997, -13630856.5784 4547773.798699997, -13631222.8195 4547714.084100001, -13631592.9568 4547654.933200001, -13631652.4014 4548055.475599997, -13631448.4641 4548087.587300002, -13631537.631 4548626.176600001, -13630771.3077 4548730.545599997, -13630607.0001 4548747.447499996, -13630269.3681 4548799.984599998, -13630269.36803954 4548799.984552884, -13630261.91322332 4548777.384078, -13630258.54523687 4548767.173501221, -13630258.12479761 4548765.898874677, -13630171.33365161 4548723.584988892, -13630126.7678 4548688.854199997, -13630126.76767216 4548688.853402367, -13630109.98812545 4548582.577407401, -13630107.62084608 4548567.583944887, -13630086.35882333 4548434.906605269, -13630065.09705257 4548304.063475872))",1331958.2131513793,0.9990126513486257
